rmse,mae,r2,fold
13.537765266866447,10.73870301605644,0.1778346861334812,1
14.06417981627079,10.811648595905014,0.08714575401473901,2
12.38810864251355,9.823329240850889,0.08594023748449298,3
13.024852306941433,9.964717837931412,-0.14788068859213488,4
12.204758501712893,9.02335679448316,-0.03805035074344798,5
