rmse,mae,r2,fold
5.39026545552794,2.8067513771601202,0.7515722310381443,1
6.2090653695348506,3.291714116099652,0.7627173100910282,2
6.434188479115234,3.2645162926405726,0.7582076303320473,3
5.892169934116245,3.0845854143974276,0.7863043806275789,4
5.849959152013232,3.098369933366789,0.7375364977014015,5
