rmse,mae,r2,fold
12.103127804552713,9.3555354158833,0.21402233265722337,1
12.40471689072565,9.424211760089024,0.18851219281312304,2
12.28432529556454,9.551385611863328,0.22016391046543837,3
11.791320376121249,9.322366637706395,0.2319847820764871,4
11.834305291280451,8.878958397559936,0.17358295400854162,5
