rmse,mae,r2,fold
4.668891178440817,2.1247277190686735,0.8535248679324084,1
4.852024408632788,2.0861450835831183,0.8436447206520582,2
5.023973482062987,2.145980848643265,0.8281818956010761,3
4.841419431239953,2.108624811990532,0.8383630190884439,4
4.816122658834712,2.122931146453604,0.8496766263780835,5
