rmse,mae,r2,fold
5.16913641294768,2.4639359492763306,0.820455385993028,1
5.21987480813055,2.397033638562843,0.8190382572096572,2
5.244419900092613,2.353085699854521,0.8127727062764354,3
5.239846943510397,2.390937652903869,0.8106642976880922,4
5.335546532920265,2.4703279945462975,0.8155030210298294,5
