model_name,group_city,group_province,random_kfold,model_label,city_minus_random,province_minus_random,city_increase_pct,province_increase_pct
catboost,6.010865758685353,6.80522939245648,5.228403887174951,CatBoost,0.7824618715104013,1.576825505281529,14.965597310294761,30.158831247704747
hgbt,7.07534435292484,8.298975819776238,5.288407287158361,HistGBDT,1.7869370657664785,3.010568532617877,33.78970205463618,56.92769806002511
lightgbm,6.682780606711742,9.17672118716307,5.23400627311605,LightGBM,1.4487743335956926,3.94271491404702,27.68002669460251,75.32881521939287
rf,7.644691966121472,10.29349667993325,5.242628302714133,RandomForest,2.402063663407339,5.050868377219118,45.8179280450567,96.34229408566425
ridge,8.453151994528117,8.841031196220813,7.782391737442657,Ridge,0.67076025708546,1.0586394587781562,8.618947487034058,13.603009132588742
tabpfn,6.630992806155739,8.50951373656186,4.842566870723731,TabPFN,1.7884259354320076,3.6669468658381295,36.93136270856955,75.72320555875147
xgboost,6.7985977232842005,8.53313821255115,5.237765831449316,XGBoost,1.5608318918348845,3.295372381101833,29.79957375076072,62.91561110493531
