rmse,mae,r2,fold,holdout_country
8.912085916581223,8.36098144121326,-3.262439090876862,1,Australia
5.5449272524977875,3.3347681743026465,-0.2927101991856813,2,Brazil
25.6563995442512,22.083857392584086,-2.562066732469521,3,China
4.117121196856427,3.3258452223755985,-0.35212677513315005,4,EU
4.656902109767045,4.244720798019265,-10.070546034646604,5,USA
