rmse,mae,r2,fold
5.9668311040424635,3.41164646650312,0.6955841072501692,1
6.601532053749131,3.8039831598053246,0.7317726460198668,2
6.840147770178279,3.8325270166701526,0.7267337467548358,3
6.248789142331848,3.829396959251593,0.7596540366560499,4
6.257428948236709,3.8752098286936634,0.6997001560347589,5
