rmse,mae,r2,fold
5.1875185578232,2.576699287777963,0.8191761458250963,1
5.3303031911561325,2.5581053671908833,0.8113006425829614,2
5.234583106973418,2.4676694510207873,0.8134744002541124,3
5.13708834697067,2.5038010726468527,0.8180176027698373,4
5.299335954323157,2.579790985687601,0.8179987624986235,5
