rmse,mae,r2,fold
5.121829518126677,2.709947026373409,0.8237266604141402,1
5.248700206403269,2.626060470376878,0.817034110630181,2
5.255290080696917,2.646138859186177,0.8119957647945071,3
5.149344418912245,2.588366947027919,0.8171482192457041,4
5.366855211735647,2.7401928099169406,0.8133314330641658,5
