row_id,fold,y_true,y_pred,abs_error
0,4,16.06000004,8.851405182913993,7.2085948570860054
1,4,0.0,1.5934012543399945,1.5934012543399945
2,4,0.0,0.1866882804512784,0.1866882804512784
3,4,13.81935486,9.203435799224508,4.615919060775493
4,4,9.530000019,9.242257203007,0.2877428159929991
5,4,9.100000381,9.851370055976702,0.7513696749767025
6,4,10.21034479,8.771291726587378,1.4390530634126222
7,4,9.778048841,9.254008118793251,0.5240407222067489
8,4,12.55000019,9.765894424646547,2.7841057653534538
9,4,10.66874997,9.438890914134106,1.2298590558658944
10,4,0.0,1.6392650069244041,1.6392650069244041
11,4,13.24444453,6.583921433338844,6.660523096661157
12,4,10.19999981,9.058828859075845,1.1411709509241543
13,4,19.13571419,9.498752869600764,9.636961320399237
14,4,10.89999962,8.804464415924201,2.095535204075798
15,4,17.10000038,7.808701470633139,9.291298909366862
16,4,15.69999981,9.079049900162033,6.620949909837966
17,4,0.0,1.7242233095927872,1.7242233095927872
18,4,11.07444442,8.45244608064263,2.6219983393573703
19,4,11.10000038,9.082847409316571,2.01715297068343
20,4,10.93793103,8.63139453856519,2.3065364914348105
21,4,8.900000095,8.951287026716443,0.05128693171644372
22,4,9.240000014,8.144097505078435,1.095902508921565
23,4,0.0,1.6375400815128955,1.6375400815128955
24,4,13.51249981,10.044230491831229,3.4682693181687707
25,4,0.0,1.5364322939746557,1.5364322939746557
26,4,0.0,1.624910064358744,1.624910064358744
27,4,13.60000038,10.978245703201026,2.6217546767989752
28,4,0.0,0.12255310487825,0.12255310487825
29,4,0.0,1.5222565981354705,1.5222565981354705
30,4,13.10000038,1.5282649447732979,11.571735435226703
31,4,13.70000013,9.531289195285979,4.168710934714021
32,4,13.10000038,11.13659960203313,1.9634007779668714
33,4,13.19999981,10.182295777184379,3.0177040328156206
34,4,0.0,1.5688375530332337,1.5688375530332337
35,4,0.0,1.561984124241178,1.561984124241178
36,1,10.5,10.029863729862655,0.4701362701373455
37,1,10.12631579,9.53831758760407,0.58799820239593
38,1,10.2,8.755803581367445,1.4441964186325542
39,1,0.0,1.956590982586249,1.956590982586249
40,1,10.30000019,10.127119069374658,0.1728811206253429
41,1,5.994771244,8.904048408872768,2.909277164872768
42,1,9.23333327,9.254600288432584,0.02126701843258516
43,1,9.044827659,9.915267398738251,0.8704397397382522
44,1,7.922222222,8.912677830946905,0.9904556089469043
45,1,8.035483853,9.189513115292812,1.154029262292811
46,1,8.050000191,9.694964945756965,1.6449647547569644
47,1,7.398113206,8.900786989406697,1.5026737834066974
48,1,6.066265043,8.97251117965061,2.9062461366506103
49,1,10.25,10.481418047806528,0.2314180478065282
50,1,10.7826087,10.665801182915857,0.11680751708414405
51,1,10.60000038,10.021944863901808,0.5780555160981926
52,1,11.1642858,9.611589046966856,1.5526967530331444
53,1,9.694805213,9.45922855370145,0.23557665929854998
54,1,10.06249994,9.69560821435789,0.3668917256421107
55,1,10.10000038,1.7641894537312055,8.335810926268795
56,1,0.0,10.77772682182649,10.77772682182649
57,1,9.153488414,9.15038390825839,0.0031045057416090316
58,1,0.0,1.9863136457413475,1.9863136457413475
59,1,13.45064942,8.951202026685678,4.4994473933143215
60,1,11.73999996,9.696972165835405,2.043027794164596
61,1,13.16250002,8.042961281549196,5.119538738450803
62,1,15.0,10.839596784774585,4.160403215225415
63,1,0.0,2.2121337572602897,2.2121337572602897
64,1,17.46666654,9.196487626451471,8.270178913548527
65,1,13.27894743,9.892184570614518,3.386762859385483
66,1,16.39999962,10.313061788013783,6.086937831986216
67,1,16.25,10.716606334072821,5.5333936659271785
68,1,16.20000076,9.473480135349291,6.7265206246507105
69,1,18.5,7.230375295031536,11.269624704968464
70,1,7.271319305,6.443728814511587,0.8275904904884124
71,1,5.138248866,8.34602881272599,3.2077799467259904
72,1,9.481739098,8.721119911507003,0.7606191864929972
73,1,6.661928949,8.554683859540546,1.8927549105405461
74,1,9.897942408,7.123509199094542,2.7744332089054584
75,1,4.900000095,9.361500390119545,4.461500295119545
76,1,5.775550665,7.993557556834048,2.2180068918340483
77,1,8.222000046,8.027406968538571,0.19459307746142862
78,1,8.699999809,10.583831585071039,1.8838317760710392
79,1,0.0,1.8490099026705593,1.8490099026705593
80,1,8.349999905,9.585966797186757,1.235966892186756
81,1,8.154054075,8.24323894301915,0.08918486801915115
82,1,8.533962304,7.980419577420889,0.55354272657911
83,1,8.543333364,8.567798834699943,0.024465470699942315
84,1,9.141176476,8.504499147177512,0.6366773288224881
85,2,12.32500005,8.968275157014887,3.3567248929851132
86,2,12.30000019,8.95318745954819,3.346812730451811
87,2,13.98666662,8.831482409347245,5.155184210652754
88,2,12.19523816,8.39564502911253,3.7995931308874713
89,2,12.69999981,9.08280218657319,3.6171976234268097
90,2,12.69999981,9.758230606296365,2.9417692037036343
91,2,13.59000001,8.534307990391426,5.055692019608575
92,2,0.0,1.2455764363157869,1.2455764363157869
93,2,12.30000019,1.6561362751008346,10.643863914899166
94,2,12.5,8.98542717241753,3.5145728275824695
95,2,0.0,1.3352349603419498,1.3352349603419498
96,2,0.0,-0.03644173875068191,0.03644173875068191
97,2,0.0,1.3249479920050362,1.3249479920050362
98,2,13.0,8.896731498979989,4.103268501020011
99,2,12.8499999,8.934945275467271,3.915054624532729
100,2,12.0999999,8.562144412497673,3.537855487502327
101,2,12.30000019,7.4220836470935865,4.877916542906414
102,2,12.26666673,8.78875310097419,3.47791362902581
103,2,13.0,7.988730768543519,5.011269231456481
104,2,12.13333332,8.822456335921743,3.3108769840782575
105,2,11.60000038,8.703198451560183,2.8968019284398174
106,2,10.84459461,8.86783231696063,1.9767622930393696
107,2,0.0,1.0887944246424013,1.0887944246424013
108,2,10.0,9.543081525507205,0.4569184744927952
109,2,0.0,-0.06153794521083,0.06153794521083
110,2,10.69999981,1.0401549264715868,9.659844883528413
111,2,9.849999905,9.764703436421314,0.08529646857868656
112,2,0.0,1.094240193873702,1.094240193873702
113,2,0.0,1.1130174169011298,1.1130174169011298
114,2,9.75,7.956984528808334,1.7930154711916657
115,2,10.80000019,8.930681289517906,1.869318900482094
116,2,12.05000019,8.993714707531126,3.0562854824688745
117,1,12.0347827,8.986484084214226,3.0482986157857734
118,1,12.45000005,9.390960107110686,3.0590399428893136
119,1,15.75,9.88784327087933,5.86215672912067
120,1,14.07142854,7.507250740766494,6.564177799233505
121,1,14.60000038,8.888559586527663,5.711440793472338
122,1,0.0,1.4586972999054524,1.4586972999054524
123,1,13.73076916,9.96826095991537,3.76250820008463
124,1,14.9,9.53434360414576,5.36565639585424
125,1,0.0,1.6138925738971466,1.6138925738971466
126,1,16.06153855,7.8665946489984435,8.194943901001558
127,1,14.94999981,9.643211699919902,5.306788110080097
128,1,0.0,1.6137654834321893,1.6137654834321893
129,1,12.23199989,8.49928131941624,3.73271857058376
130,1,12.95000005,9.861907841012453,3.088092208987547
131,1,13.0,8.418655345985371,4.581344654014629
132,1,13.13225805,8.640063598535107,4.4921944514648935
133,1,0.0,9.677237075796711,9.677237075796711
134,4,0.0,1.7298093913993284,1.7298093913993284
135,4,0.0,1.749531478500728,1.749531478500728
136,4,8.021818248,8.69970223626268,0.6778839882626801
137,4,5.875362334,8.883973842462808,3.008611508462808
138,4,5.133333365,8.79670478658926,3.663371421589259
139,4,4.895661153,8.93412632252938,4.03846516952938
140,4,7.300000191,9.722960278286962,2.4229600872869623
141,4,7.437777752,8.3563202448683,0.9185424928683004
142,4,5.699999809,9.411586891514332,3.711587082514332
143,4,5.719565231,8.36571294745795,2.6461477164579508
144,4,5.300000191,9.614687984744421,4.3146877937444215
145,4,6.279591823,8.974597851290753,2.695006028290753
146,3,10.80000019,8.998955581964196,1.801044608035804
147,3,11.06315783,9.493640456340017,1.5695173736599823
148,3,11.17272724,8.954537173326116,2.218190066673884
149,3,12.52727277,8.433917674965983,4.093355095034017
150,3,10.54545453,8.793307091287488,1.7521474387125124
151,3,0.0,2.6819322084513715,2.6819322084513715
152,3,8.727472499,9.563464655573398,0.8359921565733988
153,3,8.763636372,9.714079812534465,0.950443440534464
154,3,9.513846148,9.376759049104749,0.13708709889525217
155,3,0.0,2.668378501173038,2.668378501173038
156,3,9.998360676,7.943875293916221,2.0544853820837794
157,3,9.25,10.00150945143514,0.7515094514351404
158,3,9.017857134,8.702006131317034,0.3158510026829653
159,3,10.30000019,9.850167698571113,0.4498324914288876
160,3,9.726923044,9.60803410998642,0.11888893401357947
161,3,10.48541667,9.316438425489196,1.1689782445108037
162,3,10.69999981,9.464857591022792,1.2351422189772077
163,3,10.69999981,9.624113465448772,1.0758863445512272
164,3,10.89999962,9.441556453694375,1.4584431663056243
165,3,10.30714289,9.466321571494063,0.8408213185059363
166,1,0.0,1.6145814880376292,1.6145814880376292
167,1,13.32500005,9.62559026519557,3.6994097848044305
168,1,13.0,10.30973881293039,2.690261187069609
169,1,13.19999981,10.172226563024196,3.027773246975803
170,1,0.0,-0.1420773260799706,0.1420773260799706
171,1,0.0,1.5485392294187932,1.5485392294187932
172,1,0.0,-0.1573687831080406,0.1573687831080406
173,5,0.0,1.3074039912357875,1.3074039912357875
174,5,8.5,10.588942092691696,2.0889420926916955
175,5,8.5,10.126271235850027,1.6262712358500266
176,5,0.0,10.811348668142955,10.811348668142955
177,5,0.0,1.5036327570310277,1.5036327570310277
178,5,9.349999905,10.238049683321833,0.8880497783218324
179,5,8.399999619,1.2904338695993829,7.109565749400618
180,5,8.200000286,9.53848077788939,1.3384804918893902
181,5,9.100000381,10.33923524005263,1.2392348590526314
182,5,9.615384689,9.373851411133046,0.24153327786695478
183,5,0.0,1.6549981157536422,1.6549981157536422
184,5,9.644444413,10.440364884444762,0.7959204714447612
185,5,8.800000191,10.02123472970311,1.2212345387031096
186,5,8.979999924,10.426912007533929,1.4469120835339293
187,5,8.100000381,10.760292422589146,2.6602920415891465
188,5,0.0,1.4850878872307476,1.4850878872307476
189,5,8.169999933,9.984224649677117,1.814224716677117
190,5,7.5,10.413413088267816,2.9134130882678164
191,5,8.0,10.78043687930608,2.7804368793060803
192,5,0.0,1.675507787290826,1.675507787290826
193,3,5.900000095,9.998652354001479,4.0986522590014784
194,3,5.639013449,8.687770573873195,3.0487571248731946
195,3,6.320000076,8.809938956648011,2.489938880648011
196,3,6.815384617,7.676445466126779,0.8610608491267788
197,3,10.0,8.443983381099088,1.5560166189009124
198,3,0.0,1.93234285424046,1.93234285424046
199,3,10.83191488,8.784435629675954,2.047479250324045
