rmse,mae,r2,fold,holdout_country
8.777410496952383,8.221552713539563,-3.1345883456679413,1,Australia
5.531344356103947,3.3280221757059163,-0.2863846905247531,2,Brazil
25.76810912300327,22.198054053252175,-2.593153187235776,3,China
4.111049277568576,3.323730266271653,-0.34814149016975793,4,EU
4.709847248009076,4.265404441376528,-10.323702958643448,5,USA
