rmse,mae,r2,fold,holdout_country
10.459600654261164,9.64305401342846,-4.871237707490562,1,Australia
5.3655890065270535,3.3545982447772436,-0.21044281500238537,2,Brazil
25.303868522316957,21.60976895230993,-2.4648503011291134,3,China
6.1199877752749705,5.383092727687673,-1.9876603182942763,4,EU
5.008435836982113,4.641274315530117,-11.804984381517608,5,USA
