rmse,mae,r2,fold
5.7112289822617015,3.361002116382386,0.7211061241685692,1
6.727129284611787,3.9303578221233595,0.7214692548001519,2
6.809169543417418,4.0387213317693,0.7292033234536623,3
6.417899903092263,3.868571692391261,0.7464690575916366,4
6.265990276531366,3.8883839961163162,0.6988778616540569,5
