row_id,fold,y_true,y_pred,abs_error,holdout_country
0,1,16.06000004,14.293317794799805,1.7666822452001938,Australia
1,1,0.0,12.682795524597168,12.682795524597168,Australia
2,1,0.0,15.034109115600586,15.034109115600586,Australia
3,1,13.81935486,15.939441680908203,2.1200868209082024,Australia
4,1,9.530000019,16.166770935058594,6.636770916058595,Australia
5,1,9.100000381,13.414321899414062,4.314321518414063,Australia
6,1,10.21034479,16.00726890563965,5.796924115639648,Australia
7,1,9.778048841,16.26169204711914,6.48364320611914,Australia
8,1,12.55000019,12.14327335357666,0.4067268364233403,Australia
9,1,10.66874997,16.023059844970703,5.354309874970703,Australia
10,1,0.0,13.07906723022461,13.07906723022461,Australia
11,1,13.24444453,13.508541107177734,0.2640965771777335,Australia
12,1,10.19999981,12.474456787109375,2.2744569771093754,Australia
13,1,19.13571419,15.529437065124512,3.60627712487549,Australia
14,1,10.89999962,13.858793258666992,2.958793638666993,Australia
15,1,17.10000038,13.63493824005127,3.4650621399487314,Australia
16,1,15.69999981,12.818608283996582,2.8813915260034175,Australia
17,1,0.0,13.560720443725586,13.560720443725586,Australia
18,1,11.07444442,15.760503768920898,4.686059348920898,Australia
19,1,11.10000038,12.975240707397461,1.87524032739746,Australia
20,1,10.93793103,15.848119735717773,4.910188705717774,Australia
21,1,8.900000095,13.727102279663086,4.827102184663087,Australia
22,1,9.240000014,15.722142219543457,6.482142205543457,Australia
23,1,0.0,12.488883972167969,12.488883972167969,Australia
24,1,13.51249981,14.438121795654297,0.9256219856542973,Australia
25,1,0.0,12.528923034667969,12.528923034667969,Australia
26,1,0.0,12.585387229919434,12.585387229919434,Australia
27,1,13.60000038,13.028697967529297,0.571302412470704,Australia
28,1,0.0,14.570417404174805,14.570417404174805,Australia
29,1,0.0,11.833240509033203,11.833240509033203,Australia
30,1,13.10000038,12.159500122070312,0.9405002579296884,Australia
31,1,13.70000013,15.065715789794922,1.3657156597949225,Australia
32,1,13.10000038,13.435824394226074,0.33582401422607333,Australia
33,1,13.19999981,11.609933853149414,1.5900659568505855,Australia
34,1,0.0,12.634649276733398,12.634649276733398,Australia
35,1,0.0,12.220074653625488,12.220074653625488,Australia
36,1,10.5,16.318185806274414,5.818185806274414,Australia
37,1,10.12631579,16.0065860748291,5.880270284829102,Australia
38,1,10.2,15.917947769165039,5.71794776916504,Australia
39,1,0.0,13.011720657348633,13.011720657348633,Australia
40,1,10.30000019,15.465898513793945,5.165898323793945,Australia
41,1,5.994771244,15.332744598388672,9.337973354388673,Australia
42,1,9.23333327,16.015892028808594,6.7825587588085945,Australia
43,1,9.044827659,15.747875213623047,6.703047554623048,Australia
44,1,7.922222222,15.781177520751953,7.858955298751953,Australia
45,1,8.035483853,16.189739227294922,8.154255374294921,Australia
46,1,8.050000191,16.328475952148438,8.278475761148437,Australia
47,1,7.398113206,15.782153129577637,8.384039923577637,Australia
48,1,6.066265043,15.612593650817871,9.546328607817872,Australia
49,1,10.25,16.348899841308594,6.098899841308594,Australia
50,1,10.7826087,16.68516731262207,5.9025586126220695,Australia
51,1,10.60000038,15.533258438110352,4.933258058110351,Australia
52,1,11.1642858,16.09136390686035,4.9270781068603515,Australia
53,1,9.694805213,15.633868217468262,5.939063004468261,Australia
54,1,10.06249994,16.068645477294922,6.0061455372949215,Australia
55,1,10.10000038,13.988807678222656,3.8888072982226554,Australia
56,1,0.0,16.00611686706543,16.00611686706543,Australia
57,1,9.153488414,15.42910385131836,6.2756154373183595,Australia
58,1,0.0,14.78045654296875,14.78045654296875,Australia
59,1,13.45064942,16.995262145996094,3.5446127259960942,Australia
60,1,11.73999996,15.480627059936523,3.740627099936523,Australia
61,1,13.16250002,11.748584747314453,1.4139152726855464,Australia
62,1,15.0,12.968770980834961,2.031229019165039,Australia
63,1,0.0,11.109344482421875,11.109344482421875,Australia
64,1,17.46666654,12.45227336883545,5.014393171164549,Australia
65,1,13.27894743,13.273296356201172,0.005651073798828676,Australia
66,1,16.39999962,12.724225997924805,3.6757736220751944,Australia
67,1,16.25,12.704258918762207,3.545741081237793,Australia
68,1,16.20000076,13.52934455871582,2.6706562012841815,Australia
69,1,18.5,14.442320823669434,4.057679176330566,Australia
70,1,7.271319305,13.803409576416016,6.532090271416016,Australia
71,1,5.138248866,15.64500617980957,10.50675731380957,Australia
72,1,9.481739098,15.372199058532715,5.890459960532715,Australia
73,1,6.661928949,15.501082420349121,8.839153471349121,Australia
74,1,9.897942408,14.149826049804688,4.251883641804687,Australia
75,1,4.900000095,15.800127029418945,10.900126934418946,Australia
76,1,5.775550665,15.303911209106445,9.528360544106445,Australia
77,1,8.222000046,14.42633056640625,6.20433052040625,Australia
78,1,8.699999809,12.911869049072266,4.211869240072266,Australia
79,1,0.0,12.87668514251709,12.87668514251709,Australia
80,1,8.349999905,12.981719970703125,4.631720065703124,Australia
81,1,8.154054075,13.925226211547852,5.771172136547852,Australia
82,1,8.533962304,13.623188018798828,5.089225714798829,Australia
83,1,8.543333364,15.277844429016113,6.734511065016113,Australia
84,1,9.141176476,14.913227081298828,5.772050605298828,Australia
85,1,12.32500005,16.223468780517578,3.8984687305175783,Australia
86,1,12.30000019,11.705263137817383,0.5947370521826176,Australia
87,1,13.98666662,12.808494567871094,1.1781720521289056,Australia
88,1,12.19523816,14.375053405761719,2.179815245761718,Australia
89,1,12.69999981,11.882004737854004,0.8179950721459956,Australia
90,1,12.69999981,16.166507720947266,3.466507910947266,Australia
91,1,13.59000001,16.654220581054688,3.064220571054687,Australia
92,1,0.0,12.183446884155273,12.183446884155273,Australia
93,1,12.30000019,12.989791870117188,0.6897916801171871,Australia
94,1,12.5,11.38074016571045,1.1192598342895508,Australia
95,1,0.0,12.305628776550293,12.305628776550293,Australia
96,1,0.0,14.77316665649414,14.77316665649414,Australia
97,1,0.0,12.661810874938965,12.661810874938965,Australia
98,1,13.0,11.645267486572266,1.3547325134277344,Australia
99,1,12.8499999,11.641243934631348,1.2087559653686526,Australia
100,1,12.0999999,12.86502456665039,0.7650246666503904,Australia
101,1,12.30000019,12.23288345336914,0.06711673663085982,Australia
102,1,12.26666673,15.702981948852539,3.4363152188525383,Australia
103,1,13.0,15.007499694824219,2.0074996948242188,Australia
104,1,12.13333332,16.5877628326416,4.454429512641601,Australia
105,1,11.60000038,12.786249160766602,1.1862487807666007,Australia
106,1,10.84459461,15.953697204589844,5.109102594589844,Australia
107,1,0.0,12.893321990966797,12.893321990966797,Australia
108,1,10.0,14.484737396240234,4.484737396240234,Australia
109,1,0.0,14.632442474365234,14.632442474365234,Australia
110,1,10.69999981,12.665763854980469,1.9657640449804692,Australia
111,1,9.849999905,13.1288423538208,3.2788424488208,Australia
112,1,0.0,12.757204055786133,12.757204055786133,Australia
113,1,0.0,12.940394401550293,12.940394401550293,Australia
114,1,9.75,12.956669807434082,3.206669807434082,Australia
115,1,10.80000019,12.405517578125,1.6055173881249996,Australia
116,1,12.05000019,11.969900131225586,0.0801000587744145,Australia
117,1,12.0347827,12.959940910339355,0.9251582103393563,Australia
118,1,12.45000005,14.979915618896484,2.5299155688964845,Australia
119,1,15.75,12.140525817871094,3.6094741821289062,Australia
120,1,14.07142854,15.405340194702148,1.333911654702149,Australia
121,1,14.60000038,14.23832893371582,0.3616714462841806,Australia
122,1,0.0,14.207210540771484,14.207210540771484,Australia
123,1,13.73076916,16.27074432373047,2.5399751637304693,Australia
124,1,14.9,11.810842514038086,3.0891574859619144,Australia
125,1,0.0,12.231502532958984,12.231502532958984,Australia
126,1,16.06153855,15.000529289245605,1.0610092607543962,Australia
127,1,14.94999981,11.570999145507812,3.379000664492187,Australia
128,1,0.0,11.886138916015625,11.886138916015625,Australia
129,1,12.23199989,14.905279159545898,2.6732792695458976,Australia
130,1,12.95000005,12.49538803100586,0.4546120189941405,Australia
131,1,13.0,14.305049896240234,1.3050498962402344,Australia
132,1,13.13225805,14.282659530639648,1.1504014806396476,Australia
133,1,0.0,11.322461128234863,11.322461128234863,Australia
134,1,0.0,12.749670028686523,12.749670028686523,Australia
135,1,0.0,12.571002006530762,12.571002006530762,Australia
136,1,8.021818248,15.208518981933594,7.186700733933593,Australia
137,1,5.875362334,14.808572769165039,8.933210435165039,Australia
138,1,5.133333365,10.700177192687988,5.566843827687988,Australia
139,1,4.895661153,15.970069885253906,11.074408732253907,Australia
140,1,7.300000191,13.79749870300293,6.49749851200293,Australia
141,1,7.437777752,16.38204002380371,8.944262271803712,Australia
142,1,5.699999809,12.914336204528809,7.214336395528808,Australia
143,1,5.719565231,15.09350872039795,9.373943489397949,Australia
144,1,5.300000191,15.575748443603516,10.275748252603517,Australia
145,1,6.279591823,15.952576637268066,9.672984814268066,Australia
146,1,10.80000019,15.799182891845703,4.999182701845703,Australia
147,1,11.06315783,16.792720794677734,5.729562964677735,Australia
148,1,11.17272724,16.30307388305664,5.13034664305664,Australia
149,1,12.52727277,15.896255493164062,3.3689827231640628,Australia
150,1,10.54545453,16.564273834228516,6.018819304228515,Australia
151,1,0.0,15.438077926635742,15.438077926635742,Australia
152,1,8.727472499,16.339353561401367,7.611881062401368,Australia
153,1,8.763636372,16.90473175048828,8.14109537848828,Australia
154,1,9.513846148,16.63868522644043,7.124839078440429,Australia
155,1,0.0,14.991930961608887,14.991930961608887,Australia
156,1,9.998360676,15.696758270263672,5.698397594263671,Australia
157,1,9.25,15.001977920532227,5.751977920532227,Australia
158,1,9.017857134,15.42138671875,6.40352958475,Australia
159,1,10.30000019,14.468505859375,4.168505669375,Australia
160,1,9.726923044,16.026206970214844,6.299283926214844,Australia
