rmse,mae,r2,fold
6.313753001142936,3.9470118850877114,0.6591565064581486,1
6.78329242362433,4.3426939404390925,0.7167990720999947,2
6.959960145047951,4.15220911652585,0.7170768143092937,3
6.477475039297904,3.9415955609793856,0.7417403320269489,4
6.879422424445592,4.93893061526777,0.6370329447862193,5
